Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777911337,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911338,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911339,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911340,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911341,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911342,10,,Aggregated,0.100000,0.000000,24000,29000,33000,33000,42000,45000,45000,45000,45000,45000,45000,11,0,24000,26723.626227271532,8468.211500003235,45128.14489999437,969.1818181818181
1777911343,10,,Aggregated,0.000000,0.000000,26000,29000,42000,42000,45000,63000,63000,63000,63000,63000,63000,12,0,24000,29708.05014166399,8468.211500003235,62536.71319998102,955.8333333333334
1777911344,10,,Aggregated,0.000000,0.000000,26000,29000,42000,42000,45000,63000,63000,63000,63000,63000,63000,12,0,24000,29708.05014166399,8468.211500003235,62536.71319998102,955.8333333333334
1777911345,10,,Aggregated,0.000000,0.000000,26000,29000,42000,42000,45000,63000,63000,63000,63000,63000,63000,12,0,24000,29708.05014166399,8468.211500003235,62536.71319998102,955.8333333333334
1777911346,10,,Aggregated,0.000000,0.000000,26000,29000,42000,42000,45000,63000,63000,63000,63000,63000,63000,12,0,24000,29708.05014166399,8468.211500003235,62536.71319998102,955.8333333333334
1777911347,10,,Aggregated,0.000000,0.000000,26000,29000,42000,42000,45000,63000,63000,63000,63000,63000,63000,12,0,24000,29708.05014166399,8468.211500003235,62536.71319998102,955.8333333333334
1777911348,10,,Aggregated,0.100000,0.000000,26000,33000,42000,45000,59000,63000,63000,63000,63000,63000,63000,13,0,26000,31990.274999998153,8468.211500003235,62536.71319998102,932.1538461538462
1777911349,10,,Aggregated,0.100000,0.000000,26000,33000,42000,45000,59000,63000,63000,63000,63000,63000,63000,13,0,26000,31990.274999998153,8468.211500003235,62536.71319998102,932.1538461538462
1777911350,10,,Aggregated,0.100000,0.000000,26000,33000,42000,45000,59000,63000,63000,63000,63000,63000,63000,13,0,26000,31990.274999998153,8468.211500003235,62536.71319998102,932.1538461538462
1777911351,10,,Aggregated,0.100000,0.000000,26000,33000,42000,45000,59000,63000,63000,63000,63000,63000,63000,13,0,26000,31990.274999998153,8468.211500003235,62536.71319998102,932.1538461538462
1777911352,10,,Aggregated,0.100000,0.000000,26000,33000,42000,45000,59000,63000,63000,63000,63000,63000,63000,13,0,26000,31990.274999998153,8468.211500003235,62536.71319998102,932.1538461538462
1777911353,10,,Aggregated,0.200000,0.000000,29000,42000,45000,59000,63000,68000,68000,68000,68000,68000,68000,14,0,26000,34558.481471425956,8468.211500003235,67945.16559998738,952.5
1777911354,10,,Aggregated,0.200000,0.000000,29000,42000,45000,59000,63000,68000,68000,68000,68000,68000,68000,14,0,26000,34558.481471425956,8468.211500003235,67945.16559998738,952.5
1777911355,10,,Aggregated,0.200000,0.000000,29000,42000,45000,59000,63000,68000,68000,68000,68000,68000,68000,14,0,26000,34558.481471425956,8468.211500003235,67945.16559998738,952.5
